track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Year
That Bxtch,Taylor Watson,29,That Bxtch,47,0.645,0.681,-5.961,4,0.139,0.037,0.0,0.0783,0.458,163.87,2022
Long Road,HotBlock Jmoe,34,Long Road,52,0.738,0.685,-8.113,10,0.409,0.135,0.0,0.4,0.663,162.039,2022
Without You,John De Sohn,61,Without You,0,0.643,0.745,-5.554,5,0.0619,0.0449,0.0,0.0916,0.461,124.968,2022
Light Switch,Charlie Puth,83,Light Switch (Instrumental),79,0.69,0.626,-5.693,6,0.306,0.105,0.000335,0.0881,0.912,184.009,2022
I Wanna Know,Alex Alexander,46,I Wanna Know,52,0.772,0.754,-4.57,9,0.05,0.348,0.397,0.0784,0.88,112.043,2022
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,72,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",82,0.792,0.895,-3.112,1,0.0589,0.165,0.0,0.0501,0.794,94.968,2022
credit union,Kinrose,41,credit union,32,0.776,0.656,-8.921,4,0.13,0.329,0.0,0.119,0.649,148.95,2022
love nwantiti (ah ah ah),CKay,73,CKay The First,84,0.727,0.739,-3.805,8,0.0411,0.365,0.00137,0.161,0.533,93.005,2022
Bad Habits,Ed Sheeran,90,Bad Habits,22,0.808,0.897,-3.712,11,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,2022
Leap of Faith,Alex Alexander,46,Leap of Faith,51,0.557,0.802,-4.429,0,0.0541,0.00924,0.000708,0.569,0.778,169.893,2022
Ocean Eyes,Farux,45,Ocean Eyes,42,0.729,0.763,-7.677,6,0.0345,0.668,0.0264,0.147,0.113,125.989,2022
Chaa Chaa Chaa (feat. HoodCelebrityy),Girll Codee,29,Chaa Chaa Chaa (feat. HoodCelebrityy),45,0.808,0.592,-6.382,2,0.415,0.431,0.0,0.426,0.628,139.925,2022
Late Night Talking,Harry Styles,91,Harry's House,93,0.714,0.728,-4.595,10,0.0468,0.298,0.0,0.106,0.901,114.996,2022
Moi... Lolita,Monaldin,47,Moi... Lolita,49,0.796,0.66,-6.695,4,0.0505,0.0531,2.73e-05,0.319,0.735,109.92,2022
Warning / Signs,Matvey Emerson,51,Warning / Signs,46,0.712,0.829,-8.167,0,0.03,0.0891,0.0279,0.168,0.541,121.976,2022
Serenity,Shab,37,Serenity,46,0.688,0.595,-8.094,8,0.0508,0.0515,2.7e-06,0.0853,0.312,117.979,2022
MAMIII,Becky G,81,MAMIII,87,0.843,0.7,-3.563,4,0.0803,0.0934,0.0,0.14,0.899,93.991,2022
Running To You (feat. Caden),VINAI,64,Running To You (feat. Caden),65,0.579,0.727,-5.149,11,0.0399,0.0321,0.0,0.714,0.246,124.09,2022
Good Morning,P.S.,39,Good Morning,50,0.732,0.511,-5.101,11,0.0413,0.15,8.92e-06,0.059,0.691,171.907,2022
MONTERO (Call Me By Your Name),Lil Nas X,81,MONTERO (Call Me By Your Name),4,0.61,0.508,-6.682,8,0.152,0.297,0.0,0.384,0.758,178.818,2022
Tainted Love,Thatsimo,44,Tainted Love,47,0.646,0.765,-7.586,6,0.0448,0.0437,0.000141,0.159,0.362,126.024,2022
Build a Bitch,Bella Poarch,65,Build a Bitch,76,0.855,0.463,-7.454,3,0.0367,0.217,1.77e-05,0.347,0.866,102.931,2022
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,64,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),80,0.87,0.523,-8.052,1,0.0602,0.433,2.07e-05,0.113,0.319,110.02,2022
Can't Get You Out of My Head,loafers,48,Can't Get You Out of My Head,52,0.642,0.61,-9.194,2,0.0992,0.16,6.89e-06,0.408,0.294,129.886,2022
THATS WHAT I WANT,Lil Nas X,81,MONTERO,88,0.737,0.846,-4.51,1,0.22,0.00614,0.0,0.0486,0.546,87.981,2022
We Know,JAM & Philly,21,We Know,39,0.871,0.819,-6.022,4,0.256,0.142,0.0,0.106,0.712,112.114,2022
Cold Heart - PNAU Remix,Elton John,82,The Lockdown Sessions,73,0.795,0.8,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,2022
Jiggle Jiggle,Duke & Jones,64,Jiggle Jiggle,81,0.864,0.412,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,2022
Lost,Frank Ocean,82,channel ORANGE,0,0.912,0.594,-4.894,10,0.226,0.0319,0.00122,0.123,0.514,123.07,2022
Would I Lie to You,MISERO,40,Would I Lie to You,51,0.796,0.731,-7.725,7,0.0669,0.529,0.239,0.143,0.498,120.067,2022
Crazy,Alex D'Rosso,56,Crazy,53,0.681,0.865,-4.542,11,0.198,0.282,0.000169,0.33,0.494,123.056,2022
Life Goes On,Oliver Tree,70,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",80,0.7,0.49,-5.187,0,0.076,0.186,0.0,0.117,0.569,79.982,2022
Dinero,Trinidad Cardona,63,Dinero,73,0.708,0.782,-4.687,2,0.0674,0.00772,0.0,0.107,0.484,119.997,2022
Pieces,Nippandab,40,Pieces,42,0.698,0.78,-6.251,6,0.0626,0.157,0.0325,0.309,0.203,122.076,2022
Pope Is a Rockstar,SALES,61,SALES LP,74,0.725,0.446,-8.958,4,0.0287,0.85,0.243,0.107,0.311,90.024,2022
Looking for Love,Asketa & Natan Chaim,42,Looking for Love,0,0.748,0.894,-4.677,7,0.0998,0.311,2.9e-05,0.239,0.503,120.004,2022
edamame (feat. Rich Brian),bbno$,72,edamame (feat. Rich Brian),77,0.815,0.848,-4.704,4,0.115,0.023,0.000162,0.0265,0.684,106.032,2022
I Hate U,SZA,82,I Hate U,79,0.535,0.388,-9.805,7,0.155,0.507,0.0,0.11,0.412,106.703,2022
She Wolf (Falling to Pieces),YES YES,54,She Wolf (Falling to Pieces),0,0.592,0.719,-5.044,2,0.0452,0.00858,0.0,0.635,0.169,125.03,2022
Memories,Coopex,60,Memories,64,0.745,0.862,-4.18,8,0.116,0.335,0.000623,0.102,0.738,123.979,2022
Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,52,Ameno Amapiano Remix (You Wanna Bamba),68,0.807,0.898,-5.837,6,0.0393,0.188,0.000395,0.0824,0.743,112.998,2022
Say My Name,Why Not,36,Say My Name,54,0.773,0.74,-5.052,5,0.0315,0.00779,2.48e-05,0.15,0.659,125.981,2022
Woman,Doja Cat,88,Planet Her,89,0.824,0.764,-4.175,5,0.0854,0.0888,0.00294,0.117,0.881,107.998,2022
Leave The Door Open,Bruno Mars,86,Leave The Door Open,31,0.586,0.616,-7.964,5,0.0324,0.182,0.0,0.0927,0.719,148.088,2022
I AM WOMAN,Emmy Meli,59,I AM WOMAN,76,0.646,0.471,-9.247,10,0.157,0.122,0.0,0.125,0.455,170.084,2022
Paint It Black,Dame Dame,48,Paint It Black,56,0.69,0.741,-7.405,7,0.0363,0.0433,0.00429,0.0975,0.0774,125.985,2022
Vacation,Dirty Heads,65,Vacation,67,0.736,0.751,-5.588,8,0.034,0.0381,0.0,0.105,0.839,150.064,2022
Free Falling Love,Lucas Estrada,63,Free Falling Love,58,0.771,0.932,-3.727,7,0.0424,0.311,0.000158,0.116,0.139,120.012,2022
Ocean Drive,Harddope,49,Ocean Drive,51,0.645,0.868,-6.861,8,0.0828,0.0661,0.00471,0.241,0.51,120.009,2022
Kiss Me More (feat. SZA),Doja Cat,88,Kiss Me More (feat. SZA),82,0.762,0.701,-3.541,8,0.0286,0.235,0.000158,0.123,0.742,110.968,2022
Beggin',Måneskin,78,Chosen,86,0.714,0.8,-4.808,11,0.0504,0.127,0.0,0.359,0.589,134.002,2022
The Hills,Farux,45,The Hills,48,0.656,0.778,-6.838,8,0.265,0.4,0.0,0.533,0.736,125.916,2022
Young Folks,Jungle Jonsson,40,Young Folks,48,0.75,0.731,-7.367,5,0.0379,0.068,3.63e-05,0.184,0.335,134.977,2022
good 4 u,Olivia Rodrigo,85,SOUR,88,0.563,0.664,-5.044,9,0.154,0.335,0.0,0.0849,0.688,166.928,2022
Complicated,Nito-Onna,61,Complicated,52,0.724,0.692,-4.997,5,0.109,0.074,0.0,0.0937,0.419,134.088,2022
Jalebi Baby (Tesher x Jason Derulo),Tesher,61,Jalebi Baby (Tesher x Jason Derulo),73,0.691,0.829,-7.179,0,0.0412,0.0289,0.0,0.254,0.866,93.059,2022
You Don't Know Me,Dame Dame,48,You Don't Know Me,49,0.701,0.836,-6.521,9,0.275,0.0304,0.000143,0.635,0.373,124.953,2022
Talking to the Moon,Bruno Mars,86,Doo-Wops & Hooligans,76,0.498,0.59,-4.721,1,0.032,0.511,0.0,0.107,0.0784,145.867,2022
Say It Right,MØRFI,39,Say It Right,50,0.764,0.793,-6.506,5,0.0709,0.0132,0.00098,0.319,0.127,124.084,2022
Astronaut In The Ocean,Masked Wolf,68,Astronaut In The Ocean,79,0.778,0.695,-6.865,4,0.0913,0.175,0.0,0.15,0.472,149.996,2022
Creep,Naeleck,61,Creep,65,0.615,0.829,-4.567,6,0.0421,0.0555,0.00156,0.426,0.0754,124.013,2022
Counting Stars,Farux,45,Counting Stars,54,0.659,0.721,-6.877,7,0.264,0.501,0.0,0.109,0.454,124.791,2022
Buss It,Erica Banks,54,Buss It,0,0.918,0.434,-9.541,9,0.173,0.569,3.14e-06,0.123,0.75,109.997,2022
When You Were Young,Amero,46,When You Were Young,31,0.806,0.845,-4.753,11,0.19,0.0825,0.0,0.26,0.508,125.998,2022
Apologize,Farux,45,Apologize,48,0.677,0.71,-7.108,8,0.0552,0.532,0.0,0.337,0.325,126.109,2022
Beauty And A Beat,Glamii,38,Beauty And A Beat,36,0.746,0.866,-3.113,9,0.148,0.124,1.26e-05,0.596,0.519,128.054,2022
Why,Padé,39,Why (with WLHELMINA),38,0.61,0.902,-4.351,11,0.0764,0.133,0.000333,0.119,0.478,186.049,2022
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,68,Better Days (NEIKED x Mae Muller x Polo G),83,0.717,0.671,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,2022
The Motto,Tiësto,82,The Motto,87,0.754,0.763,-4.627,7,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,2022
Need to Know,Doja Cat,88,Planet Her,85,0.664,0.609,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,2022
Whatever You Like,DLAY,34,Whatever You Like,49,0.687,0.679,-9.426,1,0.0432,0.109,0.000986,0.104,0.614,123.976,2022
MONEY,LISA,70,LALISA,79,0.831,0.554,-9.998,1,0.218,0.161,6.12e-05,0.152,0.396,140.026,2022
Freaks,Surf Curse,69,Freaks,85,0.345,0.941,-9.918,9,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,2022
Heart of Glass,Nito-Onna,61,Heart of Glass,54,0.75,0.838,-5.132,9,0.124,0.194,7.99e-06,0.313,0.397,123.89,2022
Blinding Lights,The Weeknd,93,After Hours,90,0.514,0.73,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,2022
Thot Shit,Megan Thee Stallion,82,Thot Shit,72,0.95,0.693,-3.424,9,0.0898,0.0133,0.0,0.173,0.891,130.02,2022
Mr. Saxobeat,Nito-Onna,61,Mr. Saxobeat,43,0.696,0.899,-5.812,6,0.144,0.131,0.00141,0.114,0.517,123.901,2022
Moves Like Jagger,Timemachine,35,Moves Like Jagger,46,0.552,0.831,-7.228,6,0.194,0.0905,2.6e-05,0.44,0.733,127.851,2022
Pumped Up Kicks,Madism,66,Pumped Up Kicks,75,0.669,0.687,-4.753,0,0.043,0.152,1.6e-05,0.308,0.386,123.903,2022
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,85,JORDI (Deluxe),82,0.713,0.676,-5.483,10,0.027,0.0377,0.0,0.154,0.721,99.048,2022
RAPSTAR,Polo G,83,RAPSTAR,49,0.789,0.536,-6.862,6,0.242,0.41,0.0,0.129,0.437,81.039,2022
Lies,Dame Dame,48,Lies,37,0.823,0.771,-6.055,9,0.0365,0.627,0.00101,0.271,0.658,122.015,2022
Ready 4 Luv - TMLH Summer Mix,CAZZETTE,50,Ready 4 Luv (TMLH Summer Mix),55,0.679,0.869,-4.701,5,0.138,0.00969,1.32e-05,0.278,0.41,125.09,2022
Ain't Shit,Doja Cat,88,Planet Her,81,0.855,0.488,-4.601,3,0.208,0.506,0.0,0.347,0.619,124.097,2022
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,66,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),77,0.722,0.893,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,2022
So Pretty,Reyanna Maria,51,So Pretty,66,0.799,0.543,-6.094,10,0.24,0.0512,0.0425,0.134,0.25,187.906,2022
Todo De Ti,Rauw Alejandro,89,Todo De Ti,82,0.78,0.718,-3.605,3,0.0506,0.31,0.000163,0.0932,0.342,127.949,2022
Write This Down (Instrumental),SoulChef,55,Escapism: Instrumentals,1,0.826,0.738,-4.658,10,0.0444,0.00355,0.939,0.0633,0.781,93.005,2022
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,Justice,86,0.677,0.696,-6.181,0,0.119,0.321,0.0,0.42,0.464,90.03,2022
positions,Ariana Grande,87,positions,3,0.736,0.802,-4.759,0,0.0864,0.468,0.0,0.094,0.675,144.005,2022
Slow Down,Coopex,60,Slow Down,0,0.715,0.72,-3.906,9,0.193,0.134,0.0,0.366,0.41,128.048,2022
What If,HOURS,35,What If,0,0.609,0.777,-5.879,6,0.0353,0.00162,1.28e-06,0.073,0.349,126.001,2022
Running Away,VANO 3000,55,Running Away,72,0.58,0.696,-10.91,7,0.0408,0.66,0.852,0.145,0.721,93.688,2022
Aesthetic,Xilo,39,Aesthetic,2,0.714,0.594,-10.63,0,0.43,0.965,0.255,0.129,0.45,169.837,2022
Levitating (feat. DaBaby),Dua Lipa,88,Future Nostalgia,85,0.702,0.825,-3.787,6,0.0601,0.00883,0.0,0.0674,0.915,102.977,2022
Work from Home,Coopex,60,Work from Home,54,0.845,0.669,-7.886,8,0.0658,0.181,0.00347,0.0897,0.86,125.014,2022
Bundles (feat. Taylor Girlz),Kayla Nicole,54,Bundles (feat. Taylor Girlz),67,0.939,0.682,-5.931,11,0.306,0.00152,0.0,0.0552,0.584,130.022,2022
Sweater Weather,The Neighbourhood,83,I Love You.,90,0.612,0.807,-2.81,10,0.0336,0.0495,0.0177,0.101,0.398,124.053,2022
As It Was,Michael Shynes,52,As It Was,46,0.595,0.812,-5.623,9,0.0481,0.00321,1.38e-06,0.397,0.483,104.98,2022
Follow Me,Senhit,44,Follow Me,60,0.707,0.867,-4.355,6,0.05,0.00453,0.00135,0.123,0.485,122.014,2022
Calling My Phone,Lil Tjay,79,Calling My Phone,15,0.907,0.393,-7.636,4,0.0539,0.451,1.35e-06,0.135,0.202,104.949,2022
Wicked Game,YES YES,54,Wicked Game,55,0.755,0.835,-6.727,9,0.0537,0.0202,0.000999,0.145,0.471,125.005,2022
You Right,Doja Cat,88,Planet Her,84,0.828,0.621,-6.414,8,0.0565,0.0164,0.00233,0.0845,0.436,128.986,2022
Whoopty,CJ,63,Whoopty,74,0.719,0.648,-7.6,3,0.125,0.2,0.0,0.127,0.66,140.201,2022
Electric Love,BØRNS,67,Dopamine,82,0.611,0.797,-7.627,6,0.0533,0.00543,0.00137,0.26,0.518,120.041,2022
When Hello Means Goodbye,Alex Alexander,46,On My Way,44,0.741,0.475,-7.665,2,0.205,0.0214,0.0,0.351,0.597,166.016,2022
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,75,How Can You Mend A Broken Heart,76,0.601,0.703,-6.24,7,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2022
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,68,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],83,0.824,0.862,-3.424,2,0.126,0.0076,0.000132,0.303,0.801,122.98,2022
Hawái,Maluma,83,PAPI JUANCHO,77,0.783,0.727,-3.454,6,0.389,0.185,2.46e-05,0.0626,0.558,180.067,2022
Mood (feat. iann dior),24kGoldn,74,Mood (feat. iann dior),18,0.7,0.722,-3.558,7,0.0369,0.221,0.0,0.272,0.756,90.989,2022
Paid,Astelle,32,Paid,39,0.861,0.631,-10.286,8,0.23,0.0188,0.000283,0.0954,0.675,117.993,2022
drivers license,Olivia Rodrigo,85,drivers license,29,0.585,0.436,-8.761,10,0.0601,0.721,1.31e-05,0.105,0.132,143.874,2022
Lemonade,Internet Money,72,"Lemonade (feat. Gunna, Don Toliver & NAV)",76,0.799,0.66,-6.153,1,0.079,0.256,0.0,0.111,0.471,140.04,2022
K Boy Bye,Astelle,32,K Boy Bye,39,0.547,0.865,-5.058,7,0.0483,0.0141,0.0,0.245,0.638,159.87,2022
Up,Cardi B,81,Up (Instrumental),70,0.868,0.795,-6.044,11,0.269,0.0012,0.0193,0.0461,0.819,166.0,2022
Just The Two of Us,Kauai45,50,Just The Two of Us,67,0.592,0.214,-13.468,1,0.115,0.936,1.62e-05,0.253,0.422,81.672,2022
Play With Me,Ana Shine,39,Play With Me,48,0.714,0.666,-6.012,6,0.0756,0.223,0.0,0.102,0.486,95.065,2022
Best Friend (feat. Doja Cat),Saweetie,73,Best Friend (feat. Doja Cat) [Remix EP],45,0.84,0.766,-4.12,4,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,2022
Cupid's Chokehold / Breakfast in America,Gym Class Heroes,68,The Papercut Chronicles,77,0.72,0.744,-6.938,1,0.12,0.237,0.0,0.255,0.619,78.953,2022
Forever,Nadia Gattas,46,Forever,51,0.75,0.879,-4.88,4,0.0427,0.0233,0.0,0.193,0.333,124.038,2022
The Business,Tiësto,82,The Business,83,0.798,0.62,-7.079,8,0.232,0.414,0.0192,0.112,0.235,120.031,2022
telepatía,Kali Uchis,78,Sin Miedo (del Amor y Otros Demonios) ∞,82,0.653,0.524,-9.016,11,0.0502,0.112,0.0,0.203,0.553,83.97,2022
"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,80,"Gravity (feat. Tyler, The Creator)",72,0.539,0.615,-8.746,1,0.252,0.173,0.0056,0.144,0.493,163.924,2022
motive (with Doja Cat),Ariana Grande,87,Positions (Deluxe),57,0.789,0.742,-5.664,10,0.0652,0.0681,0.0,0.166,0.661,116.965,2022
Feel Your Love,Yusuf Alev,46,Feel Your Love,43,0.68,0.778,-6.294,6,0.0433,0.0705,0.0,0.31,0.511,124.981,2022
Lost on You,sad girls,48,Lost on You,53,0.599,0.692,-4.43,1,0.0739,0.124,0.0,0.375,0.307,121.796,2022
Good Days,SZA,82,Good Days,81,0.436,0.655,-8.37,1,0.0583,0.499,8.1e-06,0.688,0.412,121.002,2022
What You Know Bout Love,Pop Smoke,83,Shoot For The Stars Aim For The Moon,81,0.709,0.548,-8.493,10,0.353,0.65,1.59e-06,0.133,0.543,83.995,2022
Rude Boy,YES YES,54,Rude Boy,50,0.739,0.734,-6.062,6,0.259,0.0242,0.0,0.0921,0.471,101.995,2022
WAP (feat. Megan Thee Stallion),Cardi B,81,WAP (feat. Megan Thee Stallion),80,0.935,0.454,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,2022
Savage Love (Laxed - Siren Beat),Jawsh 685,63,Savage Love (Laxed - Siren Beat),77,0.767,0.481,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,2022
dirty laundry,blackbear,80,deadroses,65,0.766,0.64,-8.899,0,0.0345,0.051,0.0,0.237,0.67,100.044,2022
HOLIDAY,Lil Nas X,81,HOLIDAY,73,0.81,0.511,-6.924,5,0.164,0.12,0.0,0.0832,0.837,151.947,2022
WITHOUT YOU,The Kid LAROI,83,F*CK LOVE (SAVAGE),80,0.662,0.413,-7.357,0,0.0299,0.213,0.0,0.134,0.467,93.005,2022
Fly,Alex D'Rosso,56,Fly,53,0.676,0.842,-5.98,8,0.239,0.0578,0.00137,0.209,0.388,140.142,2022
ROCKSTAR (feat. Roddy Ricch),DaBaby,82,BLAME IT ON BABY,80,0.746,0.69,-7.956,11,0.164,0.247,0.0,0.101,0.497,89.977,2022
34+35,Ariana Grande,87,Positions,80,0.83,0.585,-6.476,0,0.094,0.237,0.0,0.248,0.485,109.978,2022
Rover (feat. DTG),S1mba,64,Rover (feat. DTG),78,0.613,0.624,-6.66,11,0.206,0.496,0.0,0.283,0.803,62.948,2022
Put Your Records On,Ritt Momney,60,Put Your Records On,1,0.399,0.492,-10.777,6,0.0538,0.058,0.00101,0.11,0.159,91.066,2022
Mood Swings (feat. Lil Tjay),Pop Smoke,83,Shoot For The Stars Aim For The Moon,78,0.48,0.602,-6.335,10,0.368,0.487,0.0,0.0848,0.269,179.798,2022
Therefore I Am,Billie Eilish,88,Therefore I Am,75,0.889,0.34,-7.773,11,0.0697,0.218,0.13,0.055,0.716,94.009,2022
Wild & Free,Nander,37,Wild & Free,39,0.474,0.722,-6.209,2,0.0355,0.0604,0.0,0.584,0.274,155.941,2022
Glad You Came,Braaheim,59,Glad You Came,48,0.732,0.919,-4.634,6,0.115,0.0271,0.000866,0.375,0.136,125.997,2022
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,83,Shoot For The Stars Aim For The Moon,80,0.823,0.586,-6.606,6,0.2,0.114,0.0,0.193,0.347,125.971,2022
Backyard Boy,Claire Rosinkranz,63,BeVerly Hills BoYfRiEnd,0,0.819,0.642,-7.037,5,0.189,0.336,0.0,0.0735,0.452,138.026,2022
TKN (feat. Travis Scott),ROSALÍA,83,TKN (feat. Travis Scott),72,0.776,0.509,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634,2022
Say It Right,Coopex,60,Say It Right,60,0.712,0.816,-6.56,5,0.0447,0.152,0.0519,0.24,0.449,125.976,2022
Without You,Baby Bluu,31,Without You,49,0.625,0.698,-5.804,0,0.146,0.0107,0.0,0.156,0.204,120.119,2022
Play Date,Melanie Martinez,78,Cry Baby (Deluxe Edition),78,0.68,0.729,-5.077,5,0.0475,0.612,0.0,0.224,0.446,123.97,2022
Freak,Doja Cat,88,Freak,72,0.688,0.716,-5.702,7,0.0385,0.0969,0.0,0.0989,0.373,116.912,2022
Falling Down,Andrew Nagy,32,Falling Down,38,0.574,0.852,-9.051,5,0.0438,0.032,0.0705,0.136,0.0363,123.005,2022
Wait a Minute!,WILLOW,76,ARDIPITHECUS,86,0.764,0.705,-5.279,3,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,2022
Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,53,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],65,0.824,0.854,-5.312,8,0.177,0.016,4.95e-05,0.117,0.896,95.114,2022
Over You,Myrrhe,26,Over You,37,0.863,0.325,-7.864,0,0.341,0.667,1.71e-05,0.1,0.537,98.948,2022
FLIP THE SWITCH (feat. Drake),Quavo,79,QUAVO HUNCHO,67,0.853,0.637,-5.924,3,0.331,0.129,0.0,0.267,0.496,86.048,2022
The Boss,Coopex,60,The Boss,47,0.734,0.789,-5.328,11,0.243,0.0809,0.000115,0.215,0.258,125.992,2022
Party Girl,StaySolidRocky,59,Party Girl,71,0.728,0.431,-9.966,6,0.0622,0.749,0.0,0.0996,0.629,130.022,2022
Love Me Again,CPX,52,Love Me Again,46,0.798,0.824,-5.642,0,0.413,0.206,0.000308,0.436,0.242,125.0,2022
Renee,SALES,61,Renee,65,0.924,0.386,-8.183,9,0.0548,0.755,0.00253,0.118,0.424,108.957,2022
Don't Rush (feat. Headie One),Young T & Bugsey,60,Don't Rush (feat. Headie One),63,0.961,0.461,-8.684,9,0.27,0.202,0.00402,0.162,0.324,108.028,2022
Right Here Waiting,Boostereo,52,Right Here Waiting,0,0.639,0.704,-7.332,10,0.0352,0.0646,0.0,0.445,0.285,115.052,2022
THE SCOTTS,THE SCOTTS,58,THE SCOTTS,76,0.716,0.537,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,2022
Cool for the Summer,Alex D'Rosso,56,Cool for the Summer,49,0.805,0.871,-5.716,6,0.286,0.177,7.5e-06,0.266,0.443,136.01,2022
Kiss Me,Lucas Estrada,63,Kiss Me,47,0.588,0.685,-8.08,8,0.0624,0.374,0.000155,0.581,0.122,107.938,2022
Red Flag,Pia Baris,18,Red Flag,31,0.715,0.706,-5.804,4,0.383,0.326,0.000231,0.525,0.348,126.069,2022
One too Many Times,JRL,44,One Too Many Times,47,0.721,0.778,-6.53,8,0.0459,0.00262,7.29e-05,0.111,0.449,122.023,2022
Boys Ain't Shit,SAYGRACE,58,Boys Ain't Shit,64,0.826,0.615,-4.729,1,0.137,0.435,0.00631,0.334,0.841,102.999,2022
Boss Bitch,Doja Cat,88,Boss Bitch,78,0.707,0.955,-4.593,10,0.222,0.127,0.0,0.202,0.575,125.989,2022
Only Girl,Coopex,60,Only Girl,52,0.792,0.832,-4.406,11,0.0397,0.367,0.00164,0.198,0.186,127.983,2022
Tap In,Saweetie,73,Tap In,67,0.954,0.696,-7.117,10,0.204,0.00576,0.000498,0.0754,0.432,100.036,2022
Forever,Gianni Blu,46,Forever,54,0.753,0.75,-4.314,11,0.0817,0.00421,3.47e-05,0.0775,0.266,124.998,2022
Rather Be,Cabuizee,40,Rather Be,46,0.706,0.895,-3.879,8,0.148,0.299,0.0,0.48,0.556,120.978,2022
Savage,Megan Thee Stallion,82,Suga,70,0.843,0.741,-5.609,11,0.334,0.0252,0.0,0.096,0.68,168.983,2022
Blueberry Faygo,Lil Mosey,70,Certified Hitmaker,75,0.774,0.554,-7.909,0,0.0383,0.207,0.0,0.132,0.349,99.034,2022
Break My Heart,Dua Lipa,88,Future Nostalgia,78,0.73,0.729,-3.434,4,0.0884,0.167,1.39e-06,0.349,0.467,113.011,2022
On My Way,Alex Alexander,46,On My Way,40,0.67,0.544,-5.506,4,0.0252,0.0429,0.0,0.0926,0.772,96.039,2022
Astronomia,Vicetone,63,Astronomia,60,0.653,0.945,-2.634,5,0.096,0.00561,0.915,0.439,0.325,126.093,2022
The Box,Roddy Ricch,80,Please Excuse Me for Being Antisocial,81,0.896,0.586,-6.687,10,0.0559,0.104,0.0,0.79,0.642,116.971,2022
What's up?,LeXxìv,32,What's up?,43,0.641,0.597,-7.06,9,0.033,0.000399,0.0,0.367,0.394,120.06,2022
Supalonely,BENEE,67,STELLA & STEVE,72,0.863,0.631,-4.689,7,0.0534,0.305,3.04e-05,0.123,0.817,128.977,2022
Toosie Slide,Drake,95,Dark Lane Demo Tapes,69,0.83,0.49,-8.82,1,0.209,0.289,3.04e-06,0.113,0.845,81.604,2022
Don't Start Now,Dua Lipa,88,Don't Start Now,79,0.794,0.793,-4.521,11,0.0842,0.0125,0.0,0.0952,0.677,123.941,2022
Be Kind (with Halsey),Marshmello,83,Be Kind (with Halsey),77,0.63,0.633,-7.088,4,0.0457,0.00776,0.0,0.0541,0.452,93.995,2022
Intentions (feat. Quavo),Justin Bieber,90,Changes,77,0.806,0.546,-6.637,9,0.0575,0.3,0.0,0.102,0.874,147.986,2022
Old Times,Xtinctor,21,Old Times,38,0.581,0.718,-5.631,1,0.0851,0.0195,0.0,0.075,0.149,92.992,2022
"Hey, Soul Sister",LANDR,41,"Hey, Soul Sister",41,0.642,0.725,-7.89,11,0.0571,0.192,0.0,0.153,0.134,105.101,2022
Later Bitches,The Prince Karma,50,Later Bitches,49,0.769,0.518,-6.563,8,0.102,0.000573,0.108,0.342,0.504,121.116,2022
Life Is Good (feat. Drake),Future,87,Life Is Good (feat. Drake),77,0.676,0.609,-5.831,2,0.481,0.0706,0.0,0.152,0.508,142.037,2022
